user_id,isbn,rating
276964,0312169817,6
276964,0312864590,0
276964,0345348664,0
276964,0345348672,10
276964,0345435036,10
276964,0446522856,0
276964,0451198514,0
276964,0515131520,6
276964,0553266306,0
276964,0843949163,8
276964,0886773741,7
276964,0886774802,8
276964,0886774829,8
276964,0886775426,9
276964,0886775957,10
276964,0886777178,7
276964,1572971835,0
277051,0075536498,8
277051,0099845008,5
277051,3442446325,8
277051,3453171500,7
277922,0553582917,10
277922,0812576063,0
277922,0812590236,0
277922,0961378492,0
278218,0224060198,8
278218,0943151163,0
278545,0380792540,0
278545,0425131327,9
99,0312252617,8
99,0312261594,8
99,0316748641,7
99,0316973742,0
99,0553347594,9
408,0312283784,8
408,0345297709,0
408,0553582682,9
408,0590947257,8
408,0843136685,0
408,0866119566,0
408,1561561428,7
776,0679743464,0
776,0876850867,8
929,0140390693,0
929,0316107417,0
929,0316929190,0
929,0345290240,0
929,0345297687,0
929,0345301870,0
929,0345331605,7
929,0345334515,0
929,0345368940,0
929,0375724575,0
929,0440154731,0
929,044100962X,4
929,0445202718,0
929,0449221164,0
929,0451139712,0
929,0679741011,5
929,0836217632,0
929,0880384514,0
929,0894803700,8
1733,0060536705,7
1733,0061083275,9
1733,0061096024,0
1733,0312968256,6
1733,0373079621,3
1733,0373168438,9
1733,0373169299,5
1733,0373196636,4
1733,0373222467,0
1733,0373224818,8
1733,0373226772,0
1733,0373226934,8
1733,0373226950,10
1733,0373240228,10
1733,037324522X,0
1733,0373259840,7
1733,0373271867,7
1733,0373301537,6
1733,0373511876,0
1733,0373706200,8
1733,0373706545,5
1733,0373706901,10
1733,0373706987,0
1733,0373707061,0
1733,0373707169,0
1733,0373707959,8
1733,0373708084,0
1733,0373708149,0
1733,037370822X,7
1733,0373708300,5
1733,0373708319,6
1733,0373708351,10
1733,037370836X,0
1733,0373708726,0
1733,0373764146,7
1733,0373835426,7
1733,0373871864,4
1733,0373871945,6
1733,0380777304,8
1733,0380787865,0
1733,0380806304,0
1733,0380820056,0
1733,044652767X,0
1733,0446529788,0
1733,0451205189,9
1733,0451205650,5
1733,0505524333,10
1733,050552435X,10
1733,0517077744,8
1733,0553107232,7
1733,055329945X,8
1733,0553576666,0
1733,0553584898,9
1733,0671521446,7
1733,067179793X,5
1733,0743246918,0
1733,0778320138,0
1733,0821768441,0
1733,0843948698,0
1733,0849938635,0
1733,0886777755,0
1733,155166450X,8
1733,1551665794,7
1733,1551666030,0
1733,1551669404,6
2288,0020519109,4
2288,0312993560,8
2288,037329168X,0
2288,0380400480,0
2288,0380819619,0
2288,0425144569,0
2288,0440206707,7
2288,0446363510,6
2288,0800758579,0
2288,0812589831,0
2288,0821770594,10
2288,1551666685,0
2326,0380818191,0
2326,0786902604,0
2326,0786905239,0
2326,0786918047,0
2326,0786918055,0
2326,0786918063,0
2326,0807281948,0
2326,0807281956,9
2855,0345426029,0
2855,0375704906,5
2855,0425168700,7
3167,0140296441,0
3167,0142002054,8
3167,0312865031,7
3167,0345257162,5
3167,0345257170,0
3167,0345257189,5
3167,0345290240,0
3167,0345355237,10
3167,0345438353,0
3167,0380000547,8
3167,0380004658,0
3167,0399136487,8
3167,0425045048,0
3167,0425104052,9
3167,0449212858,0
3167,0449219631,7
3167,0451209710,0
3167,0451458125,8
3167,0553109782,0
3167,0553142046,10
3167,0553213377,10
3167,0553234617,10
3167,0553574353,10
3167,0671017225,6
3167,0671454056,0
3167,0671720139,0
3167,0671721100,0
3167,0671721380,7
3167,0671721755,7
3167,067174139X,0
3167,0671894226,0
3167,0684825457,0
3167,0786889527,6
3167,0812505018,8
3346,0064408086,0
3346,0099512009,0
3346,0141309814,8
3346,0312860684,0
3346,0312890044,9
3346,0316107018,7
3346,0316358568,10
3346,0345296702,9
3346,0345296710,8
3346,0345319656,9
3346,0345320115,10
3346,0345328175,0
3346,0345334310,0
3346,042507448X,0
3346,0425132153,0
3346,0439551234,0
3346,0441004385,7
3346,0441007023,0
3346,0441007570,0
3346,0441068804,7
3346,0575063483,0
3346,0613325419,0
3346,0613329740,0
3346,0689710887,6
3346,0708881483,0
3346,0747551006,0
3346,0812504755,0
3346,0836204387,9
3346,0836217225,8
3346,0836218256,10
3346,0836218353,10
3346,0886777828,0
3346,1569316961,0
3346,1853260096,0
3437,0060198524,8
3437,0380797399,0
3437,0380820870,0
3814,0060391448,5
3814,0060391537,3
3814,0684829975,7
3814,0812566637,7
4225,1552782158,6
4334,0140178724,0
4334,033037267X,0
4334,0345311965,7
4334,0345460952,0
4334,0399141308,0
4334,0399147772,0
4334,0432534220,0
4334,0451099648,7
4334,0451139739,8
4334,0451150643,6
4334,0571200435,8
4334,060980409X,6
4334,067188428X,0
4334,0679311831,8
4334,0743222229,0
4334,1877856916,8
4334,8806135783,0
4334,8807813157,0
4334,8807813823,8
4334,8845229041,0
4334,8871520122,0
4334,88741800047,0
4334,888749536X,0
4334,8887765367,0
4334,8887765472,0
4334,8887913056,6
4365,059043344X,0
4895,0195085140,0
4895,0688002307,0
5163,0689825587,5
5163,1586480499,5
5287,0449207595,10
5287,0684859777,0
5287,0804119937,0
5287,1558746986,0
5287,1558747060,0
5448,006106498X,8
5448,0440414539,10
5448,0440948991,8
5448,0590457233,8
5448,0590457799,7
5448,0590926675,9
5448,0671794019,7
5448,0689311001,9
5448,0689800843,10
5539,0312267177,0
5539,0345434943,0
5539,0345442741,0
5539,034544356X,6
5539,037550303X,0
5539,0399138439,0
5539,0425152367,8
5539,0446524999,0
5539,0451210840,0
5539,0671733354,0
5539,0684869233,0
5539,0767908260,0
5539,0802138578,0
5539,0875421180,5
5539,1560251476,0
5609,0061007153,0
5609,0099263815,0
5609,0099450704,0
5609,034054287X,0
5609,0345253884,0
5609,0345323173,10
5609,0345332997,0
5609,0345349520,10
5609,0345386744,0
5609,037328019X,0
5609,0380011220,0
5609,0425176088,0
5609,0425187152,0
5609,0440216974,0
5609,0451194101,0
5609,0451456408,8
5609,0451525884,0
5609,0451526120,0
5609,0609603086,0
5609,0671015443,0
5609,0671637185,0
5609,0671745530,0
5609,0812580141,0
5609,0821221817,0
5609,0886776554,0
5975,037540290X,0
5975,0553241729,0
6092,0006514219,8
6092,0099143712,0
6092,0140040633,6
6092,0140276300,0
6092,0140290737,0
6092,0140296794,0
6092,0316726613,0
6092,0330301624,0
6092,0330340395,8
6092,0330376519,9
6092,0340734701,6
6092,0349113602,9
6092,0349116652,9
6092,0349117004,9
6092,0349117047,9
6092,0517149257,0
6092,0552144959,0
6092,0552147389,0
6092,0552998834,7
6092,0586090398,0
6092,0671015842,7
6092,0748662731,9
6115,0312954166,10
6115,037542217X,9
6115,0375707093,0
6115,0399149783,0
6115,042506154X,10
6115,0525946284,10
7928,0451406907,7
7980,0061059048,8
7980,0345448359,6
7980,0446527084,7
7980,055357549X,10
7980,0743421922,8
7980,0743444965,10
7980,0812520475,10
7980,0812545249,7
7983,0451457781,5
8141,0812561880,0
8187,0515104191,0
8292,0671703617,7
8292,0679742115,0
8292,1566190304,10
8695,0340750626,9
8695,0425127230,0
8695,0425137937,0
8695,0425152901,0
8695,0425157474,7
8695,0440109930,8
8695,0440111323,9
8695,0440122147,9
8695,0440128994,0
8695,0440129613,9
8695,0440153166,8
8695,0440157587,0
8695,0440171970,0
8695,0440180953,8
8695,0440195357,8
8695,0440200040,8
8801,0064406962,8
8801,0140283404,10
8801,0142003190,0
8801,0380730774,0
8801,0553213377,0
8801,0805054081,5
8935,0452275350,10
8935,0517693119,10
8935,0671625837,8
8955,0345434676,7
8955,0505525372,6
9029,0345430727,0
9029,0486414167,0
9029,0553279300,10
9029,840130315X,0
9029,8401463297,5
9029,840149950X,0
9029,8408041770,0
9029,842045804X,0
9029,8420612766,5
9029,8423309177,0
9029,8432205311,0
9029,8432215007,0
9029,8432230073,0
9029,843970240X,0
9029,8439708653,0
9029,8440694539,8
9029,8447333760,0
9029,8467202394,7
9029,8471483394,0
9029,8475020658,5
9029,847888498X,0
9029,8486478952,5
9029,8495501015,0
9029,8496246086,0
9139,044021985X,9
9139,0440220653,8
9139,0440227194,8
9139,0590109960,6
9139,0590462261,0
9183,0099981106,9
9183,0140093060,7
9183,0671720147,6
9183,0684852144,6
9850,2070406733,0
9850,2264002190,7
9850,2266072242,5
9850,2290308404,10
9850,2290321443,7
9850,2738107915,10
9893,0385319606,0
9893,0446517399,0
9893,0553572490,0
9974,0060152583,7
9974,0394744756,0
9974,0805064222,0
10697,0140378278,10
10697,1558746692,0
10716,0060176539,0
10716,038097729X,6
10716,0385314124,0
10716,038549842X,0
10716,0399149384,0
10716,0446518859,0
10716,052593863X,0
10716,0618045678,0
10716,0688126731,0
10716,0892967307,0
10716,1551668971,0
10813,0060179341,0
10813,0312185863,8
10813,0451205707,0
10813,0451206444,0
10813,0689117353,0
10813,0743419162,0
10813,0843947616,8
10949,0345381432,7
10949,0385472978,5
10949,0451407199,9
10949,0684871483,9
10965,0140620303,0
10965,0330484915,0
10965,0451194888,9
10965,0684865386,7
10965,0753806738,10
10965,0804101515,6
10965,1400030927,9
10965,1551664151,7
11245,0449006565,5
11245,0515101486,0
11245,0515103977,0
11245,0515107476,0
11245,0515111139,0
11245,0515117420,0
11245,0515132489,0
11245,0515136565,9
11245,0553208799,8
11245,0770428983,0
11260,0446355917,4
11260,0451200152,4
11260,0684831708,6
11260,0751500046,0
11260,0759239630,6
11260,0812525647,6
12209,0140434941,1
12209,0152380418,8
12209,0590467158,0
12209,0595271618,0
12209,0689835337,9
12282,0380812924,10
12282,1556618123,0
12488,0312958358,0
12488,0380728176,0
12488,0380786974,0
12488,0425172554,0
12488,0805029648,0
12515,006051762X,0
12515,0060582308,6
12515,0373218478,0
12515,0373790473,4
12515,0373790481,4
12515,0380791021,0
12515,0380794578,6
12515,0380805685,6
12515,0380813017,3
12515,0440236606,6
12515,0446610569,0
12515,0505525038,0
12515,0553583905,0
12515,0553583913,6
12515,0553586203,6
